"UPM","VIV_SEL","HOGAR","N_REN","EDAD","SEXO","REGION","TLOC","EST_DIS","UPM_DIS","FAC_PER","GRA","NIV","P3_1","P3_12","P3_2","P3_3","P3_5","P4_1","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_5","P4_7","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_29","P5_3","P5_4","P6_18","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_3","P10_1","P10_13","P10_8","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_2_9","P12_1","P12_2","P12_3","P12_4","P13_1","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_1","P7_1_2","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P8_1","P9_1","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5","P1_1","P1_2"
"1900233","5","1","1","23","1","2","1","106","1101","5763","3","6","1","1","5","2","1","2","1","1","2","2","2","2","2","1","2","1","1","1","1","1","1","1","2","1","2","2","2","2","2","1","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","1","0","0","0","1","2","2","3","2","2","1","2","2","1","1","1","9","1","1","1","2","1","2","1","2","2","2","3","1"
"1900265","1","1","2","23","2","2","1","106","1102","4038","3","6","2","1","1","2","5","2","1","2","2","2","2","2","2","1","2","1","1","3","1","1","1","1","2","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","0","1","0","0","1","2","2","3","2","2","2","2","2","1","1","1","9","1","1","1","2","2","1","2","2","1","2","2","1"
"1900265","2","1","3","18","1","2","1","106","1102","6347","0","0","3","1","6","0","8","2","2","2","2","1","2","2","2","2","2","1","1","1","2","1","2","1","2","2","2","2","2","1","2","1","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","2","2","1","2","2","2","2","1","1","9","9","1","1","1","2","2","9","1","2","1","2","5","1"
"1900265","3","1","2","50","2","2","1","106","1102","6939","2","1","2","1","5","0","1","2","1","1","1","1","2","2","2","1","2","2","1","3","1","1","1","1","2","2","2","2","2","1","2","1","1","1","2","1","2","2","2","2","2","2","1","2","2","2","0","1","0","0","0","1","3","2","3","1","2","2","2","2","1","1","9","1","1","1","1","2","2","9","1","2","2","2","4","1"
"1900265","4","1","4","41","2","2","1","106","1102","5025","3","3","1","1","2","3","1","2","2","1","2","1","1","2","2","1","2","1","1","2","1","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","0","0","1","0","0","1","2","2","3","1","1","2","2","2","1","1","1","9","1","1","1","2","1","1","1","2","2","2","4","1"
"1900265","5","1","4","24","2","2","1","106","1102","8075","1","6","5","1","1","0","5","1","1","2","1","1","2","2","2","2","2","3","1","3","3","1","2","1","2","2","2","1","1","1","2","1","2","3","2","2","2","2","2","2","1","1","1","2","2","2","0","0","0","0","1","1","2","2","1","2","2","2","2","2","1","1","1","9","1","1","1","2","1","1","1","2","1","2","6","1"
"1900284","1","1","2","34","2","2","1","106","1103","3517","5","8","2","1","5","0","5","1","2","2","2","1","1","2","2","2","2","2","1","3","2","1","2","1","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","1","1","1","1","2","2","2","0","1","0","0","0","1","2","2","3","2","2","1","2","2","1","1","9","9","1","1","1","1","1","1","1","1","1","2","5","1"
"1900284","2","1","1","38","2","2","1","106","1103","5275","5","8","1","1","6","2","1","1","2","1","2","2","2","2","2","1","2","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","1","1","3","1","2","2","2","2","1","2","1","9","2","2","2","2","1","2","1","2","2","2","3","1"
"1900284","3","1","1","24","1","2","1","106","1103","5558","1","8","1","1","5","2","1","2","1","1","1","1","2","2","2","1","2","2","2","2","2","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","2","1","1","2","2","2","0","1","0","0","0","1","2","2","3","2","2","1","2","2","1","1","1","9","1","1","1","2","1","1","1","2","2","2","3","1"
"1900284","4","1","1","43","1","2","1","106","1103","4905","3","3","1","1","5","2","1","1","1","2","2","2","1","2","2","1","2","2","1","3","1","1","1","1","1","2","2","2","2","1","2","2","1","3","2","2","2","2","2","1","2","1","1","2","2","2","0","0","0","0","1","1","1","1","3","2","1","1","1","2","1","1","9","9","1","1","1","2","2","1","2","1","1","2","3","1"
"1900284","5","1","4","25","2","2","1","106","1103","7071","5","8","3","1","6","0","1","2","1","2","2","2","2","1","2","1","2","1","1","3","1","1","2","1","2","2","1","2","2","1","2","2","1","3","2","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","4","2","2","2","2","2","2","9","9","9","2","1","2","1","2","1","1","2","2","4","1"
"1900366","2","1","3","36","2","2","1","105","1104","6079","3","2","3","1","2","2","8","2","2","2","2","1","2","2","2","1","2","1","1","1","3","1","2","1","2","2","2","2","2","1","2","2","2","3","2","2","1","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","2","3","2","1","2","2","2","1","1","9","9","1","1","1","2","2","2","2","2","2","2","6","1"
"1900366","3","1","3","26","2","2","1","105","1104","8150","3","3","5","1","5","2","8","2","2","2","2","1","2","2","2","1","2","1","2","1","3","1","2","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","1","2","2","2","2","2","1","1","1","9","1","1","1","2","2","1","2","2","1","2","8","1"
"1900366","4","1","2","42","1","2","1","105","1104","2827","1","1","3","1","2","2","1","2","1","2","2","2","2","2","2","1","2","1","1","2","1","1","2","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","1","1","2","2","2","2","0","0","1","0","0","1","2","1","2","1","1","2","2","2","1","1","1","9","1","1","1","2","1","2","1","1","2","2","2","1"
"1900366","5","1","2","48","1","2","1","105","1104","5653","3","6","3","1","5","3","1","2","2","1","2","2","2","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","1","3","2","2","2","2","2","2","2","1","1","2","2","2","0","0","0","0","1","1","2","1","3","2","2","2","2","2","1","1","9","9","1","1","1","2","1","2","1","2","2","2","5","1"
"1900436","1","1","3","19","2","2","1","106","1105","6158","3","6","3","1","6","0","8","2","2","2","1","1","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","3","2","2","2","1","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","2","1","1","2","1","2","5","1"
"1900436","2","1","2","48","2","2","1","106","1105","7665","2","7","2","1","5","1","5","1","2","2","1","1","2","1","2","1","2","1","1","2","1","1","2","2","2","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","1","1","2","2","2","2","0","0","1","0","0","1","2","2","3","2","2","1","2","2","1","1","1","9","1","1","1","2","2","1","2","1","1","2","3","1"
"1900436","3","1","2","22","2","2","1","106","1105","4106","4","2","3","1","6","0","1","2","2","1","2","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","0","0","1","0","0","1","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","2","1","2","2","2","2","3","1"
"1900436","4","1","1","35","2","2","1","106","1105","2042","3","6","1","1","2","1","1","2","1","2","1","1","2","2","2","1","2","1","1","3","1","1","1","1","2","2","1","2","2","1","2","2","1","3","2","2","2","2","2","2","1","1","1","2","2","2","0","0","1","0","0","1","2","2","3","1","2","2","2","2","1","1","9","9","1","1","1","2","1","1","1","2","2","2","1","1"
"1900436","5","1","5","45","1","2","1","106","1105","2848","3","6","1","1","2","4","1","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","1","1","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","2","2","2","1","1","1","2","2","1","1","7","9","1","1","1","2","1","1","1","2","2","2","5","1"
"1900443","1","1","4","19","1","2","1","106","1106","12416","2","7","3","1","6","2","1","2","1","1","1","2","2","1","2","1","2","1","1","2","1","1","1","1","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","5","1"
"1900443","2","1","2","54","2","2","1","106","1106","4525","3","6","2","1","5","0","5","2","1","2","2","2","2","2","2","1","2","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","0","1","0","0","0","1","2","2","2","2","1","2","2","2","1","1","9","9","1","1","1","2","1","9","1","2","1","2","2","1"
"1900443","3","1","4","31","2","2","1","106","1106","3928","3","7","5","1","1","2","8","1","2","2","1","1","2","1","2","1","2","2","1","3","1","1","1","1","2","2","2","2","1","1","2","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","2","2","1","1","1","2","6","1"
"1900443","4","1","3","18","2","2","1","106","1106","5924","3","6","3","1","6","0","1","2","2","2","2","1","2","2","2","1","2","1","1","1","1","1","2","1","2","2","2","2","2","2","2","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","3","2","4","2","2","2","2","1","1","9","9","9","9","1","2","2","9","1","2","1","2","3","1"
"1900443","5","1","2","56","2","2","1","106","1106","6788","5","2","3","1","6","0","5","2","1","2","2","2","2","2","2","1","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","8","1","9","9","1","1","1","2","2","2","2","2","2","2","4","1"
"1900474","1","1","1","52","1","2","1","106","1107","7670","5","8","1","1","5","3","1","1","1","2","2","1","1","2","2","1","2","1","1","3","2","1","1","1","2","1","1","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","2","2","2","0","1","0","0","0","1","1","1","3","2","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","5","1"
"1900474","2","1","2","30","2","2","1","106","1107","3877","5","8","2","1","5","0","5","1","2","2","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","1","2","2","1","1","2","2","2","2","0","0","0","0","1","1","2","1","3","2","2","2","2","2","1","1","9","9","1","1","9","2","2","1","2","1","1","2","5","1"
"1900474","4","1","1","33","1","2","1","106","1107","4967","4","9","1","1","5","4","1","2","2","2","1","2","2","2","2","2","2","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","2","2","2","0","0","0","0","1","1","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","1","2","2","2","2","2","5","1"
"1900543","1","1","2","21","2","2","1","106","1108","5927","3","3","5","2","1","1","1","2","1","1","2","2","2","2","2","1","2","1","1","2","1","1","1","2","2","2","1","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","1","9","1","2","1","2","5","1"
"1900543","3","1","1","58","2","2","1","106","1108","2264","2","5","1","2","2","0","1","2","2","2","2","2","2","1","2","1","2","2","3","1","1","1","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","0","0","0","0","1","1","2","2","2","1","2","2","2","2","1","1","1","9","1","1","1","2","1","1","1","2","2","2","1","1"
"1900543","4","1","3","28","1","2","1","106","1108","12422","3","2","3","1","1","0","1","2","1","2","2","2","2","2","2","1","2","1","1","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","0","1","0","0","0","1","2","2","3","2","2","1","2","2","1","2","9","1","1","1","9","1","1","2","2","1","2","2","4","1"
"1900601","1","1","1","52","1","2","1","106","1109","8198","5","8","1","1","5","5","1","1","1","1","2","1","2","2","2","1","1","1","1","3","1","1","1","1","2","2","2","2","2","1","2","2","1","3","2","2","2","2","2","1","1","1","1","2","2","2","0","0","0","0","1","1","2","1","3","2","1","1","2","2","1","1","9","1","1","1","1","2","1","2","1","1","1","2","4","1"
"1900601","2","1","1","46","2","2","1","106","1109","7779","3","3","1","1","4","3","5","1","2","2","2","1","2","1","2","1","2","1","1","3","2","1","1","1","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","2","1","2","2","2","0","1","0","0","0","1","1","1","3","1","2","2","2","2","1","1","9","9","1","9","1","2","1","2","2","2","1","2","6","1"
"1900601","3","1","2","39","2","2","1","106","1109","4144","3","4","2","1","5","4","1","2","1","2","1","1","2","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","3","1","2","1","1","2","2","1","2","2","2","2","2","0","0","0","0","1","1","2","2","3","2","2","2","2","2","1","1","9","1","1","1","1","2","1","1","1","2","1","2","5","1"
"1900601","4","1","1","58","1","2","1","106","1109","8198","2","3","1","1","5","5","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","1","1","2","2","2","2","2","1","2","2","1","2","2","2","2","2","1","1","1","2","1","2","2","2","0","0","0","0","1","1","2","2","3","2","1","2","2","2","1","1","9","9","1","1","1","2","1","2","1","2","2","2","6","1"
"1900601","5","1","1","43","1","2","1","106","1109","5780","1","8","1","1","5","3","1","2","2","1","1","2","2","2","2","1","1","1","2","1","3","1","1","1","2","2","1","2","2","2","1","1","1","2","1","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","1","1","3","2","1","1","2","2","1","1","2","1","1","2","1","1","1","2","1","2","2","2","4","1"
"1900649","1","1","1","68","1","2","1","106","1110","4702","3","3","1","1","5","0","1","2","2","1","2","2","2","1","2","2","2","1","1","2","3","1","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","0","1","0","0","0","1","2","2","3","2","1","2","2","2","1","1","9","9","1","1","1","2","1","2","1","2","2","2","2","1"
"1900649","2","1","1","18","2","2","1","106","1110","8289","3","6","3","1","6","0","1","2","1","2","2","2","2","1","2","1","2","1","1","3","1","1","2","2","2","2","2","1","2","1","2","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","1","2","2","3","1","2","2","2","2","1","1","1","9","1","1","1","2","2","2","2","2","2","2","6","1"
"1900649","3","1","1","48","1","2","1","106","1110","2875","3","6","1","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","2","1","1","2","1","2","2","1","2","1","2","1","1","1","2","1","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","1","1","2","2","2","1","1","9","9","1","1","1","2","1","1","1","2","2","2","1","1"
"1900649","5","1","5","21","1","2","1","106","1110","9772","2","3","3","1","6","2","1","1","1","1","2","1","2","2","2","1","2","1","1","3","1","1","1","2","2","2","2","2","2","2","1","1","1","3","1","2","1","2","2","2","1","1","1","2","2","2","0","0","1","0","0","1","2","1","2","2","2","1","2","2","1","2","4","9","4","4","1","1","9","1","1","2","2","2","5","1"
"1900672","1","1","2","51","2","2","1","107","1111","5246","5","8","2","1","5","2","1","1","1","1","1","1","2","2","2","1","2","1","1","3","3","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","0","0","0","0","1","2","3","3","2","1","2","2","2","1","3","8","1","3","3","1","2","1","2","1","1","1","2","3","1"
"1900672","2","1","2","44","2","2","1","107","1111","8548","3","2","2","2","5","0","1","2","1","1","1","2","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","2","2","1","2","2","1","1","1","2","2","2","2","2","2","2","1","2","2","2","0","0","1","0","0","1","2","3","2","2","1","2","2","2","1","1","1","9","1","1","1","2","1","1","1","2","1","2","3","1"
"1900672","3","1","3","19","1","2","1","107","1111","10796","3","4","3","1","6","0","4","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","1","3","4","2","2","2","2","1","1","9","9","9","9","2","1","2","1","1","1","1","2","3","1"
"1900672","4","1","4","23","2","2","1","107","1111","11447","3","6","3","1","6","0","8","2","2","2","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","2","4","2","2","2","2","1","1","9","9","9","9","9","1","1","2","1","9","2","2","5","1"
"1900672","5","1","1","45","1","2","1","107","1111","3176","3","6","1","1","2","2","1","1","1","1","2","2","2","2","2","1","2","1","1","2","1","1","2","1","2","1","1","2","2","2","1","1","1","3","1","2","2","1","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","3","3","1","1","2","2","2","1","1","9","9","1","1","1","1","1","9","1","1","2","2","1","1"
"1900676","1","1","2","34","2","2","1","107","1112","4387","3","3","5","1","6","0","1","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","1","2","2","2","1","3","2","2","2","1","2","2","1","1","1","2","2","2","0","1","0","0","0","1","2","1","2","2","2","2","2","2","1","1","1","9","1","1","1","1","1","1","1","2","2","2","4","1"
"1900676","2","1","1","54","1","2","1","107","1112","2169","5","9","1","1","4","1","1","2","1","1","2","2","2","2","2","1","2","1","1","1","1","1","2","1","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","1","1","1","1","1","2","1","0","0","0","0","1","2","2","3","1","1","1","2","2","2","2","9","1","1","1","9","2","1","2","1","2","2","2","1","1"
"1900676","3","1","1","38","1","2","1","107","1112","2810","3","6","1","1","2","1","1","1","1","1","2","1","2","2","2","1","2","1","1","2","1","1","2","1","2","2","1","2","2","2","1","1","1","2","2","2","2","2","2","2","1","1","2","2","1","2","1","0","0","0","0","1","2","2","3","1","1","1","2","2","1","1","9","9","1","1","1","2","1","2","1","2","2","2","1","1"
"1900676","5","1","1","50","1","2","1","107","1112","6508","3","3","1","1","5","4","1","2","1","1","1","1","2","2","2","1","2","1","8","1","8","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","2","1","2","2","2","0","0","0","0","1","1","2","1","3","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","2","2","2","5","1"
"1900754","3","1","1","27","1","2","1","105","1113","6589","2","7","1","1","5","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","2","2","2","2","2","2","2","1","1","1","9","1","1","1","2","1","1","1","2","2","2","4","1"
"1900754","4","1","1","61","1","2","1","105","1113","2378","3","2","1","2","6","0","1","2","2","2","2","2","1","1","2","2","2","1","2","3","1","1","1","1","2","2","2","2","2","1","1","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","2","2","1","1","2","2","2","1","1","9","9","1","1","1","2","2","1","2","1","2","2","1","1"
"1900953","1","1","1","57","1","2","1","106","1114","4366","4","2","1","1","5","2","1","2","2","1","2","2","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2","0","1","0","0","0","1","3","2","2","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","2","2","2","3","1"
"1900953","2","1","1","43","1","2","1","106","1114","6157","2","1","1","1","5","3","1","1","2","2","2","1","2","2","2","1","2","3","1","2","3","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","3","2","2","2","1","2","2","2","1","1","9","9","1","1","1","2","1","1","1","1","1","2","4","1"
"1900953","3","1","1","24","1","2","1","106","1114","6976","3","1","1","2","1","1","8","2","2","2","2","1","2","2","2","1","2","3","3","2","2","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","3","2","2","2","2","2","2","1","1","1","9","1","1","1","2","2","2","2","2","1","2","2","1"
"1900953","4","1","1","42","1","2","1","106","1114","6157","2","2","1","1","5","5","1","2","1","1","2","1","2","2","2","1","2","2","2","1","3","1","1","1","2","2","2","2","2","2","1","1","1","2","1","2","2","2","2","2","2","1","1","2","2","2","1","0","0","0","0","1","2","3","2","2","1","2","2","2","1","1","1","1","1","1","1","2","1","9","1","2","1","2","6","1"
"1900953","5","1","1","43","1","2","1","106","1114","6157","2","2","1","1","5","3","1","2","2","2","2","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","1","2","1","1","2","2","2","0","0","0","0","1","1","2","3","1","2","2","2","2","2","1","1","9","1","1","1","1","2","1","9","1","1","2","2","4","1"
"1900957","1","1","2","18","1","2","1","106","1115","7104","2","3","3","1","6","0","1","2","1","2","2","2","2","2","2","1","2","1","1","1","1","2","2","2","2","2","2","2","2","1","2","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","9","9","1","1","1","2","2","1","2","2","2","2","2","1"
"1900957","3","1","2","58","2","2","1","106","1115","2589","3","6","1","1","3","1","1","2","1","1","2","1","2","2","2","1","2","2","1","1","3","1","2","1","2","2","1","2","1","2","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","1","1","2","3","1","2","2","2","2","1","1","9","9","1","1","1","2","2","1","2","1","2","2","2","1"
"1900957","4","1","5","47","1","2","1","106","1115","3135","3","3","1","2","5","4","1","2","1","1","2","2","2","2","2","2","2","1","1","2","1","1","1","1","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","2","2","2","0","0","0","1","0","1","2","3","2","2","1","2","2","2","1","1","9","9","1","1","6","2","1","2","1","2","2","2","5","1"
"1900957","5","1","1","40","1","2","1","106","1115","6270","2","2","1","1","5","3","1","1","1","1","1","2","2","2","2","1","2","1","1","3","1","1","1","1","1","2","1","2","1","2","1","1","2","3","2","2","1","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","3","2","2","2","1","2","2","1","1","1","9","1","1","1","2","2","1","1","2","1","2","4","1"
"1901026","1","1","4","34","2","2","1","107","1116","7147","2","2","3","1","5","1","1","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","2","1","2","2","2","2","2","1","2","1","1","1","2","2","2","2","2","2","2","1","2","2","1","2","1","0","0","0","0","1","2","2","3","2","2","1","2","2","1","1","9","9","1","1","1","1","1","2","1","2","9","2","6","1"
"1901026","2","1","1","54","1","2","1","107","1116","4713","4","2","1","1","5","3","1","2","2","1","2","1","2","2","2","1","2","1","1","2","1","1","2","1","2","2","1","2","2","2","2","2","1","3","1","2","2","2","2","2","2","1","1","1","2","2","0","0","0","0","1","1","2","1","2","2","1","1","2","2","3","3","9","9","1","1","1","1","1","9","1","1","2","2","4","1"
"1901026","3","1","1","51","1","2","1","107","1116","9425","3","3","1","1","5","4","1","2","1","2","2","2","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","0","0","1","2","9","3","2","1","1","2","2","1","1","1","9","1","1","1","2","1","1","1","2","2","2","5","1"
"1901026","4","1","2","38","2","2","1","107","1116","4765","2","4","2","1","5","2","5","2","1","2","2","2","2","2","2","1","2","2","3","3","3","1","2","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","1","2","2","2","2","1","2","2","2","1","1","1","9","1","1","1","2","1","2","2","9","1","2","4","1"
"1901026","5","1","2","41","2","2","1","107","1116","5962","4","2","2","1","5","2","5","2","2","2","2","1","2","2","2","1","2","1","1","2","1","1","2","1","2","2","2","2","1","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","1","2","2","2","2","2","2","1","1","9","9","1","1","1","2","1","1","2","2","1","2","4","1"
"1901158","2","1","2","37","2","2","1","105","1117","4297","2","1","2","1","5","2","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","2","1","2","2","2","2","2","1","2","1","1","2","1","1","2","2","2","2","2","1","1","2","2","2","1","0","0","0","0","1","2","1","2","2","1","1","2","2","1","1","8","9","1","1","1","1","1","1","1","2","1","2","4","1"
"1901158","3","1","2","35","2","2","1","105","1117","6446","3","6","2","1","5","0","8","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","3","3","2","2","2","2","2","1","1","9","1","1","1","1","2","2","2","2","2","1","2","5","1"
"1901158","4","1","1","38","2","2","1","105","1117","2149","2","7","1","2","6","2","1","2","2","2","2","1","2","2","2","2","2","1","1","2","1","1","2","1","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","2","2","1","2","2","2","2","0","0","1","0","0","1","2","2","2","1","1","2","2","2","1","1","9","9","1","1","1","2","1","2","1","2","2","2","3","1"
"1901158","5","1","1","45","1","2","1","105","1117","8992","2","3","1","1","5","4","1","1","1","1","2","2","2","2","2","1","2","1","1","1","1","1","2","1","2","2","1","2","2","2","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","2","2","2","1","1","2","2","1","1","9","9","1","1","1","1","1","2","1","2","2","2","5","1"
"1901187","1","1","3","18","2","2","1","107","1118","6100","6","2","3","2","6","0","8","2","2","2","1","2","2","2","2","1","2","1","1","2","1","1","1","1","2","2","2","2","2","2","1","2","2","3","2","2","2","1","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","2","2","1","2","2","2","2","1","1","9","9","9","9","1","2","2","1","2","2","9","2","6","1"
"1901187","2","1","1","33","1","2","1","107","1118","5181","1","2","1","1","5","5","1","2","1","2","2","2","2","2","2","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","2","1","1","0","0","0","0","1","2","1","2","2","1","1","2","2","1","1","9","9","1","1","1","1","1","2","2","1","2","2","6","1"
"1901187","3","1","1","39","2","2","1","107","1118","2022","2","2","1","1","4","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","3","1","2","1","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","0","0","0","0","1","2","2","1","1","1","1","2","2","1","1","2","9","1","1","1","2","2","9","2","2","2","2","2","1"
"1901187","4","1","1","49","2","2","1","107","1118","2531","3","6","1","1","6","1","1","2","2","2","2","1","2","2","2","1","2","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","1","1","1","2","2","2","2","1","1","9","9","1","1","1","2","2","2","1","2","2","2","2","1"
"1901187","5","1","3","19","1","2","1","107","1118","9588","3","2","3","1","6","0","1","2","1","2","2","2","2","2","2","1","2","1","1","2","1","1","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","9","9","1","1","1","2","1","2","1","2","2","2","5","1"
